"from","to","weight","agreement_rate","total_votes","width","color"
"PvdA","PVV",528,0.48,1100,1.44131028207461,"#80808014"
"FVD","PVV",829,0.752268602540835,1102,2.26296633303003,"#808080D9"
"Ephraim","PVV",195,0.177434030937216,1099,0.532302092811647,"#80808014"
"PVV","GroenLinks",529,0.479601087941976,1103,1.44404003639672,"#80808014"
"Fractie Den Haan","PVV",486,0.441818181818182,1100,1.32666060054595,"#80808014"
"JA21","PvdD",439,0.400182315405652,1097,1.19836214740673,"#80808014"
"Volt","PvdD",936,0.853236098450319,1097,2.55505004549591,"#808080D9"
"PvdD","VVD",493,0.446962828649139,1103,1.34576888080073,"#80808014"
"Omtzigt","PvdD",631,0.575205104831358,1097,1.72247497725205,"#80808014"
"PvdA","PvdD",990,0.900818926296633,1099,2.7024567788899,"#808080D9"
"FVD","PvdD",431,0.391107078039927,1102,1.17652411282985,"#80808014"
"PvdD","Ephraim",96,0.0873521383075523,1099,0.5,"#80808014"
"PvdD","GroenLinks",991,0.899274047186933,1102,2.70518653321201,"#808080D9"
"Fractie Den Haan","PvdD",743,0.67606915377616,1099,2.02820746132848,"#80808014"
"JA21","Volt",485,0.442518248175182,1096,1.32393084622384,"#80808014"
"JA21","VVD",708,0.644222020018198,1099,1.9326660600546,"#80808014"
"Omtzigt","JA21",635,0.579379562043796,1096,1.73339399454049,"#80808014"
"PvdA","JA21",460,0.419325432999088,1097,1.25568698817106,"#80808014"
"FVD","JA21",844,0.767970882620564,1099,2.30391264786169,"#808080D9"
"JA21","Ephraim",229,0.208751139471285,1097,0.625113739763421,"#80808014"
"JA21","GroenLinks",460,0.418943533697632,1098,1.25568698817106,"#80808014"
"Fractie Den Haan","JA21",488,0.444444444444444,1098,1.33212010919017,"#80808014"
"Volt","VVD",607,0.552320291173794,1099,1.65696087352138,"#80808014"
"Omtzigt","Volt",694,0.633211678832117,1096,1.89444949954504,"#80808014"
"PvdA","Volt",1002,0.913400182315406,1097,2.73521383075523,"#808080D9"
"FVD","Volt",414,0.376706096451319,1099,1.13011828935396,"#80808014"
"Volt","Ephraim",107,0.097538742023701,1097,0.5,"#80808014"
"Volt","GroenLinks",1001,0.911657559198543,1098,2.73248407643312,"#808080D9"
"Fractie Den Haan","Volt",771,0.702185792349727,1098,2.10464058234759,"#80808014"
"Omtzigt","VVD",694,0.631483166515014,1099,1.89444949954504,"#80808014"
"PvdA","VVD",566,0.514078110808356,1101,1.54504094631483,"#80808014"
"FVD","VVD",601,0.544877606527652,1103,1.64058234758872,"#80808014"
"Ephraim","VVD",175,0.159090909090909,1100,0.5,"#80808014"
"VVD","GroenLinks",568,0.514492753623188,1104,1.55050045495905,"#80808014"
"Fractie Den Haan","VVD",577,0.524069028156222,1101,1.57506824385805,"#80808014"
"Omtzigt","PvdA",664,0.605287146763901,1097,1.81255686988171,"#80808014"
"Omtzigt","FVD",561,0.510464058234759,1099,1.53139217470428,"#80808014"
"Omtzigt","Ephraim",275,0.250683682771194,1097,0.750682438580528,"#80808014"
"Omtzigt","GroenLinks",664,0.604735883424408,1098,1.81255686988171,"#80808014"
"Omtzigt","Fractie Den Haan",559,0.509107468123862,1098,1.52593266606005,"#80808014"
"FVD","PvdA",406,0.369090909090909,1100,1.10828025477707,"#80808014"
"PvdA","Ephraim",97,0.0883424408014572,1098,0.5,"#80808014"
"PvdA","GroenLinks",1099,0.998183469573115,1101,3,"#808080D9"
"Fractie Den Haan","PvdA",786,0.715195632393085,1099,2.14558689717925,"#808080D9"
"FVD","Ephraim",214,0.194545454545455,1100,0.584167424931756,"#80808014"
"FVD","GroenLinks",407,0.369328493647913,1102,1.11101000909918,"#80808014"
"FVD","Fractie Den Haan",401,0.364214350590372,1101,1.09463148316651,"#80808014"
"Ephraim","GroenLinks",98,0.089171974522293,1099,0.5,"#80808014"
"Fractie Den Haan","Ephraim",78,0.0709736123748863,1099,0.5,"#80808014"
"Fractie Den Haan","GroenLinks",785,0.713636363636364,1100,2.14285714285714,"#808080D9"
"D66","D66",0,0,6,0.5,"#80808014"
