"from","to","z_score","raw_weight","agreement_rate","total_votes","weight","width","color"
"SP","GroenLinks",1.45866202203764,1316,0.850678733031674,1547,1.45866202203764,2.22933101101882,"#4D4D4DCC"
"GroenLinks","VVD",-0.0875919747512738,835,0.538709677419355,1550,-0.0875919747512738,1.45620401262436,"#80808026"
"Volt","GroenLinks",1.76084055779264,1410,0.914396887159533,1542,1.76084055779264,2.38042027889632,"#4D4D4DCC"
"JA21","Groep Van Haga",1.29149942779019,1264,0.818652849740933,1544,1.29149942779019,2.14574971389509,"#4D4D4DCC"
"Omtzigt","Groep Van Haga",0.121361268058039,900,0.582901554404145,1544,0.121361268058039,1.56068063402902,"#80808026"
"Groep Van Haga","PVV",1.14362482518668,1218,0.786821705426357,1548,1.14362482518668,2.07181241259334,"#4D4D4DCC"
"PvdA","Groep Van Haga",-0.656587728247402,658,0.425614489003881,1546,-0.656587728247402,1.1717061358763,"#80808026"
"PvdD","Groep Van Haga",-0.637299736603465,664,0.429217840982547,1547,-0.637299736603465,1.18135013169827,"#80808026"
"SGP","Groep Van Haga",0.61320505497842,1053,0.67979341510652,1549,0.61320505497842,1.80660252748921,"#80808026"
"SP","Groep Van Haga",-0.383341179958301,743,0.479974160206718,1548,-0.383341179958301,1.30832941002085,"#80808026"
"VVD","Groep Van Haga",0.217801226277721,930,0.6,1550,0.217801226277721,1.60890061313886,"#80808026"
"Volt","Groep Van Haga",-0.60836774913756,673,0.436163318211277,1543,-0.60836774913756,1.19581612543122,"#80808026"
"Omtzigt","JA21",0.253162544291605,941,0.611038961038961,1540,0.253162544291605,1.6265812721458,"#80808026"
"JA21","PVV",0.970032900391246,1164,0.754863813229572,1542,0.970032900391246,1.98501645019562,"#80808026"
"JA21","PvdA",-0.643729067151444,662,0.429312581063554,1542,-0.643729067151444,1.17813546642428,"#80808026"
"JA21","PvdD",-0.756242351741074,627,0.407142857142857,1540,-0.756242351741074,1.12187882412946,"#80808026"
"JA21","SGP",0.709645013198103,1083,0.701879455605962,1543,0.709645013198103,1.85482250659905,"#80808026"
"JA21","SP",-0.434775824342132,727,0.471160077770577,1543,-0.434775824342132,1.28261208782893,"#80808026"
"JA21","VVD",0.401037146895118,987,0.639248704663212,1544,0.401037146895118,1.70051857344756,"#80808026"
"JA21","Volt",-0.537645113109793,695,0.451591942820013,1539,-0.537645113109793,1.2311774434451,"#80808026"
"Omtzigt","PVV",0.156722586071922,911,0.590791180285344,1542,0.156722586071922,1.57836129303596,"#80808026"
"Omtzigt","PvdA",0.44604246073097,1001,0.649156939040208,1542,0.44604246073097,1.72302123036549,"#80808026"
"Omtzigt","PvdD",0.269235870661552,946,0.614285714285714,1540,0.269235870661552,1.63461793533078,"#80808026"
"Omtzigt","SGP",0.847875619979648,1126,0.729747245625405,1543,0.847875619979648,1.92393780998982,"#80808026"
"Omtzigt","SP",0.39139315107315,984,0.637718729747246,1543,0.39139315107315,1.69569657553658,"#80808026"
"Omtzigt","VVD",0.442827795456981,1000,0.647668393782383,1544,0.442827795456981,1.72141389772849,"#80808026"
"Omtzigt","Volt",0.555341080046611,1035,0.672514619883041,1539,0.555341080046611,1.77767054002331,"#80808026"
"PvdA","PVV",-0.380126514684311,744,0.481553398058252,1545,-0.380126514684311,1.30993674265784,"#80808026"
"PvdD","PVV",-0.428346493794153,729,0.471844660194175,1545,-0.428346493794153,1.28582675310292,"#80808026"
"SGP","PVV",0.439613130182992,999,0.645765998707175,1547,0.439613130182992,1.7198065650915,"#80808026"
"SP","PVV",-0.0747333136553161,839,0.542690815006468,1546,-0.0747333136553161,1.46263334317234,"#80808026"
"VVD","PVV",0.0120626487423983,866,0.559070367979342,1549,0.0120626487423983,1.5060313243712,"#80808026"
"Volt","PVV",-0.454063815986068,721,0.467878001297859,1541,-0.454063815986068,1.27296809200697,"#80808026"
"PvdA","PvdD",1.6836885912169,1386,0.898250162022035,1543,1.6836885912169,2.34184429560845,"#4D4D4DCC"
"PvdA","SGP",0.188869238811817,921,0.595730918499353,1546,0.188869238811817,1.59443461940591,"#80808026"
"PvdA","SP",1.46187668731163,1317,0.851875808538163,1546,1.46187668731163,2.23093834365581,"#4D4D4DCC"
"PvdA","VVD",-0.0940213052992527,833,0.538461538461538,1547,-0.0940213052992527,1.45298934735037,"#80808026"
"Volt","PvdA",1.77048455361461,1413,0.916937053861129,1541,1.77048455361461,2.38524227680731,"#4D4D4DCC"
"PvdD","SGP",-0.0297279998194642,853,0.551746442432083,1546,-0.0297279998194642,1.48513600009027,"#80808026"
"PvdD","SP",1.4715206831336,1320,0.854368932038835,1545,1.4715206831336,2.2357603415668,"#4D4D4DCC"
"PvdD","VVD",-0.425131828520163,730,0.471881060116354,1547,-0.425131828520163,1.28743408573992,"#80808026"
"Volt","PvdD",1.45544735676365,1315,0.85445094217024,1539,1.45544735676365,2.22772367838182,"#4D4D4DCC"
"SP","SGP",0.124575933332028,901,0.582041343669251,1548,0.124575933332028,1.56228796666601,"#80808026"
"VVD","SGP",0.764294322855923,1100,0.710135571336346,1549,0.764294322855923,1.88214716142796,"#80808026"
"Volt","SGP",0.294953192853468,954,0.618677042801556,1542,0.294953192853468,1.64747659642673,"#80808026"
"SP","VVD",-0.315833209204523,764,0.493540051679587,1548,-0.315833209204523,1.34208339539774,"#80808026"
"Volt","SP",1.29149942779019,1264,0.819714656290532,1542,1.29149942779019,2.14574971389509,"#4D4D4DCC"
"Volt","VVD",0.0538532973042608,879,0.569669475048607,1543,0.0538532973042608,1.52692664865213,"#80808026"
